directionIntent,rsi,rvol,atrPercentage,prevADX,bodySize,target_win
1,73.8567,7.0440,0.2966,19.0543,0.9400,1
1,78.0172,2.5052,0.3184,39.7367,1.1900,0
-1,39.9975,1.9334,0.2277,17.1188,0.1300,0
-1,54.7983,0.4010,0.2542,20.3424,0.3900,0
-1,48.5275,0.3547,0.1771,20.6632,0.0400,0
1,61.8687,1.1261,0.1482,17.1292,0.2000,0
1,60.4121,0.8603,0.1750,22.7329,0.1700,0
1,42.7288,2.2500,0.2119,26.6618,0.5200,0
1,55.4679,1.0877,0.2713,18.9170,0.0500,0
1,40.9220,0.5415,0.2837,17.7588,0.7200,1
1,74.1223,3.2353,0.3955,21.2606,0.6400,0
1,41.1265,2.5068,0.4563,20.8823,0.5700,0
-1,35.6657,2.7725,0.4241,15.3177,0.6800,0
-1,56.6403,0.6866,0.2699,14.7120,0.1200,0
1,65.8108,2.5798,0.2301,17.5532,0.3200,0
1,45.2292,0.8117,0.2459,25.4085,0.5300,0
-1,45.7055,0.5320,0.2100,11.8642,0.0900,0
1,63.1559,1.7066,0.2660,24.1575,0.1300,0
-1,38.1535,1.4977,0.1669,22.7306,0.2300,0
-1,54.1715,0.9009,0.1900,22.1429,0.2400,0
-1,31.0093,0.5965,0.2247,19.7943,0.3600,0
-1,51.7785,0.4931,0.1761,20.0641,0.2300,0
-1,48.3556,10.6733,0.1912,40.2251,0.1900,0
-1,49.6582,0.9571,0.1369,27.1042,0.0100,0
-1,48.5420,1.8600,0.1380,21.9636,0.1600,0
-1,49.4643,1.4721,0.1938,23.1733,0.2500,1
-1,24.7814,1.4824,0.1980,16.5384,0.3000,0
-1,20.4169,2.4102,0.2202,25.6943,0.3200,0
-1,41.8422,0.3652,0.2675,28.9413,0.2500,0
1,57.4999,0.8677,0.2896,17.7120,0.5400,0
1,46.8797,1.5184,0.3617,17.3351,0.2900,1
1,75.1424,2.5352,0.4064,18.0441,1.2000,1
1,64.2349,1.9549,0.3467,26.0330,0.1500,1
1,72.0385,2.0852,0.2312,25.0545,0.2100,0
1,58.8501,0.8976,0.2835,32.4163,0.3700,0
-1,38.7277,1.0608,0.2104,23.0910,0.0600,0
-1,54.9177,4.0543,0.1889,20.4504,0.1100,0
-1,49.5963,0.2804,0.1729,10.9880,0.0300,0
1,64.8862,0.4240,0.1460,13.7339,0.2700,0
1,54.8672,1.1328,0.1768,30.0666,0.2800,0
1,53.6881,1.3263,0.1598,23.4565,0.2400,0
-1,39.3417,0.5589,0.1078,13.6774,0.0400,0
-1,34.7827,2.2678,0.1173,15.2249,0.3100,0
-1,27.2587,1.9327,0.1258,20.7808,0.2100,0
-1,24.6919,6.3897,0.1655,31.2654,0.4500,0
-1,25.3437,5.1625,0.1498,51.2212,0.2300,1
-1,27.7431,1.0041,0.1150,49.5510,0.1700,0
-1,24.5502,4.1355,0.1122,51.0215,0.1300,0
-1,35.7038,0.4778,0.1162,53.7947,0.0600,0
-1,55.6031,0.5812,0.1330,39.9996,0.4300,1
-1,38.3721,1.7654,0.1577,24.0850,0.1000,0
-1,55.9707,0.5091,0.1916,23.7541,0.0900,0
1,70.7485,3.7015,0.1877,13.7637,0.3800,0
1,57.5102,0.3236,0.2390,26.8053,0.0500,0
-1,40.2047,1.6477,0.1698,15.5315,0.0700,1
-1,19.4532,7.3417,0.1867,22.2956,0.9800,0
-1,41.0033,1.0490,0.2480,31.5186,0.1100,0
-1,51.0296,0.4797,0.2832,32.3232,0.0200,0
1,69.4173,1.5348,0.0904,17.3690,0.1300,0
1,60.2973,1.1256,0.1075,24.8000,0.1100,0
1,70.5554,1.7605,0.1316,26.5387,0.3400,0
1,57.2779,0.6098,0.1400,38.5897,0.0700,0
-1,29.4584,1.6243,0.0943,17.3317,0.3700,0
-1,52.2095,0.1800,0.1124,26.2268,0.0700,0
-1,36.7668,1.9668,0.1058,16.1079,0.1600,0
-1,30.2262,2.0831,0.1170,21.1066,0.1400,1
-1,21.5537,2.7480,0.1203,35.6357,0.1200,0
-1,36.0911,3.0658,0.1384,41.6806,0.0800,1
-1,24.9717,4.9759,0.1600,45.3003,0.0600,0
-1,19.8813,0.7381,0.1852,49.6189,0.3000,0
1,60.6186,2.3687,0.1690,34.7930,0.1300,0
1,38.1979,2.4616,0.1813,24.6224,0.2800,0
-1,38.0661,0.9677,0.2073,20.3114,0.5000,0
-1,41.6669,0.7919,0.2387,24.4880,0.1200,1
-1,25.3642,3.6979,0.2539,24.4010,0.5100,0
-1,47.0015,1.0805,0.2332,45.9222,0.0100,0
-1,56.2746,2.3773,0.2475,43.2902,0.6700,1
-1,30.9404,2.7057,0.2415,31.0574,0.6900,0
-1,29.5980,8.7288,0.3105,37.7474,0.5500,0
-1,29.1797,1.4555,0.3742,42.1372,0.7900,0
-1,44.3904,1.9764,0.3049,52.4162,0.6800,0
-1,40.8116,1.0482,0.3650,48.8657,0.8800,1
-1,34.2245,1.9688,0.3474,36.9293,0.7800,0
-1,54.2802,0.5138,0.2850,31.2217,0.1000,0
1,61.6919,0.7189,0.1476,14.9948,0.0800,0
1,48.8683,0.1944,0.1713,17.7160,0.1000,1
1,63.8761,0.4916,0.1683,20.8559,0.0001,0
1,56.0943,0.5928,0.2052,30.4124,0.1000,0
1,65.3875,5.9810,0.2130,29.4003,0.4200,0
1,46.0721,1.1923,0.1968,28.7248,0.2400,0
-1,66.6584,2.4536,0.2562,20.8354,1.1000,0
-1,38.0674,1.5503,0.3600,15.5924,0.7600,0
-1,60.4714,1.1207,0.3340,27.1500,0.5100,1
-1,28.7885,3.5651,0.3024,20.2779,0.4000,0
-1,47.5649,4.6922,0.4285,32.5821,0.7800,0
1,61.9433,0.5809,0.4630,27.5521,0.1900,0
1,44.6165,0.6272,0.5166,25.3647,1.0100,0
-1,36.5550,6.1972,0.2515,16.8279,0.2300,0
1,56.7472,2.1583,0.2366,15.3989,0.1000,0
1,45.3988,0.2198,0.1962,11.1399,0.1100,0
1,59.0395,1.3871,0.1916,10.3017,0.2500,0
1,59.0624,1.1890,0.1858,19.0825,0.2300,0
1,58.9918,1.3556,0.1915,23.2975,0.1200,0
-1,38.1276,2.0609,0.2013,19.9476,0.4100,0
-1,43.2559,0.6908,0.2279,21.1219,0.0300,0
-1,54.2489,1.2113,0.1995,17.1362,0.3300,0
1,45.8427,9.6287,0.2399,19.0922,0.7600,1
1,73.9419,1.8664,0.1546,19.6520,0.2700,0
1,72.3866,1.9195,0.1646,26.0856,0.3400,0
1,66.6515,0.9350,0.1855,33.8008,0.1000,0
1,53.9826,0.2598,0.1549,29.9890,0.0400,0
-1,41.6969,3.4022,0.1797,24.0840,0.3700,0
-1,51.9796,0.4961,0.1955,23.0601,0.2200,0
1,61.1216,1.3822,0.2169,19.6712,0.4200,0
1,49.8540,0.9435,0.2751,28.2069,0.4600,0
-1,33.6831,0.1912,0.1589,18.6263,0.3300,0
-1,47.1297,0.2330,0.1737,19.0722,0.0600,0
1,59.9590,0.6674,0.2140,18.7673,0.4300,0
-1,40.2268,1.0436,0.2594,18.6606,0.5000,0
-1,60.7255,3.4912,0.3472,18.9455,0.8200,0
1,74.4148,4.2652,0.4147,20.4024,1.2100,0
1,67.1271,1.8206,0.5269,26.6309,0.4100,0
1,53.1707,0.3454,0.4116,28.5139,0.4800,0
1,46.2500,0.4350,0.3861,20.6599,0.0400,0
-1,32.5381,1.5271,0.4267,20.6829,1.5300,0
-1,49.9527,0.5148,0.3395,21.8984,0.4000,1
-1,22.4364,0.9519,0.1889,36.0955,0.0100,0
-1,50.6501,2.2599,0.2350,37.4622,0.2100,0
1,69.3984,4.0461,0.1645,14.6758,0.3300,0
1,48.8934,0.2339,0.1829,27.0990,0.0100,0
-1,34.5268,0.7630,0.1602,20.8528,0.3200,0
-1,29.3028,1.3691,0.1775,23.3057,0.2100,0
-1,38.1006,2.5442,0.1921,24.3652,0.0200,0
1,61.7122,0.8564,0.1456,20.0783,0.1300,0
1,42.0482,0.5832,0.1357,17.6860,0.1300,0
-1,32.9149,1.6644,0.1492,18.8043,0.1600,0
-1,27.9830,2.0489,0.1624,25.1637,0.3500,0
-1,18.9355,4.6891,0.1958,32.1863,0.4300,0
-1,18.2456,4.8897,0.2887,39.8481,0.7700,0
-1,34.2606,1.0353,0.3262,50.1004,0.1000,0
1,67.5514,1.4318,0.2211,16.8687,0.2400,0
-1,36.8134,3.2385,0.2386,19.5560,0.3800,0
-1,37.9778,2.9814,0.3809,21.7031,0.3800,0
-1,30.4915,2.7445,0.3952,25.8015,0.0900,0
1,44.7952,3.7204,0.3327,15.8536,0.3300,1
1,71.9637,5.9909,0.5163,18.6721,1.3600,0
1,77.5799,6.7636,0.7795,35.4283,1.4000,0
1,50.2330,0.7888,1.0532,42.0809,0.2700,1
1,78.1999,1.5689,0.4879,51.1258,0.1900,1
1,80.3044,1.0120,0.3359,45.6628,0.6300,0
1,45.0430,0.6751,0.1901,18.1237,0.1200,1
1,72.2216,1.8035,0.1732,29.4730,0.3000,0
1,59.8810,0.7558,0.2801,43.2911,0.3700,0
1,71.1872,1.5267,0.3913,46.9551,0.6600,1
1,72.4137,0.9340,0.3225,33.4756,0.3100,0
1,61.6405,1.3362,0.3521,36.9358,0.6300,0
-1,33.2728,2.4379,0.2345,13.1230,0.3000,0
-1,26.0960,2.4159,0.2757,20.6720,0.8100,0
-1,35.0590,0.7515,0.3085,36.4923,0.4300,0
-1,47.6835,1.3279,0.3677,37.2578,0.0100,0
1,64.9042,3.0592,0.1701,16.2163,0.3400,0
1,44.1051,2.2687,0.2133,19.5160,0.2600,0
-1,35.7185,0.9374,0.2838,19.8657,0.0900,0
-1,52.5576,0.5660,0.3051,26.4355,0.4000,0
1,66.5885,1.6108,0.2517,17.7284,0.3200,1
1,76.0586,1.2814,0.2516,25.5620,0.3400,0
1,87.2107,4.4598,0.3408,33.1344,1.1100,1
1,84.9929,0.8622,0.5177,54.8437,0.7200,1
1,82.2885,3.1242,0.4494,38.8357,1.9300,0
1,57.3177,0.7812,0.5265,42.2006,0.1000,0
1,49.1909,0.5899,0.3759,30.9823,0.2600,0
1,49.2971,1.8943,0.2686,20.8522,0.2100,0
1,46.5139,0.8930,0.2697,16.1153,0.4400,0
-1,43.4564,0.8809,0.3130,13.2397,0.4300,0
-1,55.0094,0.4222,0.3229,10.9545,0.4200,0
-1,37.4887,1.8051,0.3225,8.5138,0.7000,0
-1,24.2426,6.7013,0.4073,12.6012,1.1300,1
-1,24.2226,1.0811,0.5731,42.4732,0.5200,0
-1,55.2283,0.5852,0.5913,42.1589,0.9600,1
-1,26.5812,3.5056,0.3094,23.4152,0.4200,0
-1,41.1882,0.8487,0.3374,40.2063,0.5700,0
1,60.4940,0.3443,0.2859,25.3118,0.2600,0
1,52.9108,1.4832,0.2410,18.5794,0.0300,0
1,49.6702,0.8725,0.1995,15.2057,0.1200,0
-1,38.6584,0.5863,0.1684,18.6971,0.3600,0
-1,41.9478,0.9049,0.1671,29.5765,0.2100,0
-1,28.8147,3.9654,0.1982,31.0602,0.3400,0
-1,54.3431,2.1245,0.2444,34.3313,0.8900,0
1,64.6486,3.1602,0.3022,27.7251,0.3800,0
1,40.6247,0.6185,0.3510,25.8581,0.5100,0
-1,35.0143,0.7104,0.3087,20.3870,0.3600,0
-1,52.9564,0.4362,0.2327,16.2880,0.3100,0
-1,40.9078,1.2588,0.2076,12.1793,0.5500,0
-1,52.5001,0.5976,0.2427,18.3879,0.2200,0
1,68.1258,0.6667,0.1627,13.3909,0.1900,0
1,64.3561,2.1861,0.1766,20.4859,0.0100,0
1,46.5860,0.6763,0.1904,35.2186,0.4700,0
-1,30.4254,4.2282,0.1584,17.6603,0.2300,0
-1,49.9891,0.6319,0.1657,22.9992,0.0100,0
1,63.1447,5.4150,0.1622,21.0326,0.0300,1
1,78.1211,1.7729,0.2072,22.9548,0.5500,0
1,72.1809,2.5611,0.2718,33.8402,0.9100,0
1,52.4036,1.2381,0.2848,37.1946,0.5900,0
-1,39.1825,1.4493,0.2166,24.1079,0.1100,0
-1,49.4328,0.8735,0.2189,20.9062,0.0800,0
1,60.0090,2.5037,0.2211,18.3232,0.2400,0
-1,44.4705,0.3925,0.2072,11.2522,0.2100,0
1,62.8907,4.2373,0.1394,14.7083,0.2400,0
1,62.4045,0.8558,0.1580,25.7878,0.2800,1
1,70.6117,1.0570,0.1786,44.7633,0.1300,0
1,48.7733,0.6018,0.2664,52.4885,0.5000,0
-1,33.1761,4.5770,0.2230,29.8555,0.1600,0
-1,52.2739,1.0377,0.2471,38.1918,0.2800,0
1,63.4414,1.1785,0.1596,18.8411,0.0300,0
1,46.0701,1.3996,0.1678,21.2398,0.2300,0
-1,32.7442,0.3265,0.1895,24.5247,0.0700,0
-1,26.5202,6.2484,0.1495,31.1958,0.4800,0
-1,50.7443,1.7802,0.1491,35.5302,0.2000,0
1,63.5417,0.2476,0.1438,27.4874,0.1400,0
1,43.2303,0.3534,0.1473,24.8484,0.3200,0
-1,37.5161,0.4128,0.1642,18.2009,0.1800,0
-1,20.0104,4.7066,0.2315,26.9319,1.0500,0
-1,31.5078,2.7730,0.2362,42.9926,0.1300,0
-1,37.1895,1.3148,0.2409,48.1148,0.3700,1
-1,29.7415,5.8732,0.2209,36.3021,0.1500,0
-1,32.2430,0.3247,0.2694,39.5563,0.0200,0
-1,52.7103,0.8862,0.2508,32.6609,0.2000,0
-1,52.3969,0.9057,0.2296,34.6555,0.1900,0
1,69.8524,1.8365,0.2496,22.9639,0.3900,0
1,57.9066,0.8608,0.2558,35.9245,0.3700,0
-1,35.2700,1.0632,0.2261,18.0563,0.4000,0
-1,49.3775,0.5255,0.2038,18.3692,0.1500,0
1,60.7467,1.2692,0.2478,17.5741,0.0600,0
1,55.8691,0.5555,0.2487,15.0839,0.3200,0
-1,32.7451,1.7585,0.2469,13.6585,0.7900,0
-1,22.6467,7.4012,0.3196,18.9804,1.8200,0
-1,37.2817,1.6238,0.4434,31.7744,0.3200,0
-1,58.7726,1.9035,0.5197,31.1838,1.2400,0
-1,57.0870,0.8316,0.4459,18.4006,0.4600,0
1,68.1416,1.4479,0.4848,16.7758,0.5400,1
1,70.5115,2.9330,0.3486,28.1549,0.2900,0
1,58.6640,0.6566,0.3704,36.8588,0.3500,0
-1,44.2371,0.5211,0.3040,24.4526,0.0300,1
-1,32.7546,1.3930,0.3410,27.5128,0.5200,0
-1,51.0741,0.9016,0.3502,38.7931,0.5000,1
-1,35.2541,9.7448,0.2757,24.3625,0.2600,0
1,61.2666,1.0827,0.3824,20.1311,0.7600,0
1,71.6365,3.1945,0.4338,22.4962,0.8100,0
1,42.3305,2.2534,0.5205,27.7253,1.1700,0
1,47.0088,1.1097,0.3891,16.8849,0.3600,0
1,54.7472,2.5855,0.3781,12.3920,0.8800,0
-1,46.0872,0.5850,0.4910,20.1008,0.7000,0
1,57.5452,1.6698,0.4347,16.0733,0.1700,1
1,69.2147,0.7985,0.2103,16.1371,0.2500,0
1,71.5085,9.7487,0.2372,22.9332,0.2500,0
1,69.0113,7.2005,0.2815,26.3967,0.3700,0
1,60.5687,0.3612,0.3313,40.8671,0.4600,0
-1,34.8269,0.3523,0.2686,26.7550,0.3000,0
1,66.0306,2.3769,0.2121,15.3776,0.5000,0
1,51.1338,0.8949,0.3192,20.2278,0.8100,0
-1,41.3787,4.0401,0.4298,20.2087,0.3500,0
-1,45.7422,0.7075,0.6369,32.8721,0.7500,0
1,69.5815,2.5175,0.3011,20.2829,0.3300,0
1,49.6009,0.6936,0.3446,27.5530,0.4600,1
1,62.7855,4.7521,0.3333,18.3793,0.3600,1
1,75.5868,4.2261,0.3413,29.9521,1.1000,0
1,79.6052,2.3696,0.4069,38.2208,0.8200,0
1,56.6607,0.7609,0.4230,58.6993,0.4300,0
1,50.9705,0.7579,0.4360,31.0849,0.5400,0
-1,34.1437,0.7245,0.2268,15.6244,0.2000,0
-1,51.4438,0.7576,0.2176,15.8889,0.4000,1
-1,34.5394,1.5881,0.2341,16.9427,0.4200,1
-1,28.7467,2.0502,0.2005,32.7118,0.4100,0
-1,46.8164,1.2500,0.2750,41.1557,0.3600,0
1,61.4795,0.6778,0.1680,19.4351,0.1500,0
1,46.2674,2.0833,0.1652,18.8405,0.2900,0
-1,54.4254,0.6288,0.2035,19.9252,0.3000,0
1,65.2661,0.9224,0.1761,18.6343,0.0700,0
1,44.6875,0.8622,0.1850,19.1720,0.0900,1
1,73.2743,1.4643,0.2557,17.5726,0.6200,0
1,67.0373,1.0472,0.3238,31.0208,0.5300,0
1,46.3717,2.1727,0.3738,38.3749,0.6800,0
-1,40.8294,0.6474,0.4108,29.2854,0.6800,0
-1,56.3923,1.0508,0.3276,19.9105,0.2900,1
-1,33.7561,1.1589,0.3527,18.3892,0.0200,0
-1,48.2439,0.4246,0.2727,23.0696,0.1000,0
1,61.2590,1.0416,0.2320,16.4453,0.3700,0
1,47.3305,1.8201,0.2482,15.6902,0.4200,0
-1,35.3033,0.7671,0.1848,18.8453,0.2600,0
-1,22.3548,2.3135,0.2005,26.2373,0.6600,0
-1,39.2692,0.8552,0.2207,36.6364,0.1100,1
-1,26.4747,3.2455,0.2859,43.5330,0.7000,0
-1,47.3864,0.8870,0.2836,46.1612,0.1600,1
-1,31.8170,3.4959,0.2992,37.8032,1.0700,0
-1,55.2387,0.6413,0.3543,34.5123,0.1500,0
1,68.2445,2.2537,0.2295,24.3540,0.1700,0
1,50.6172,3.9312,0.2170,28.7900,0.4900,1
1,70.0606,1.8595,0.1945,30.0491,0.4700,0
1,72.4762,1.4515,0.2350,38.3124,0.0800,0
1,48.1664,0.4804,0.1963,44.8065,0.4200,0
-1,42.6366,1.1752,0.1905,30.6930,0.0700,0
-1,55.6034,2.0082,0.1989,29.2622,0.4500,0
1,60.3462,1.6626,0.2142,19.7561,0.1600,0
1,62.5861,1.3227,0.2715,35.1669,0.0700,0
1,49.9162,2.7603,0.2880,34.0576,0.8400,0
-1,43.9192,1.6253,0.3133,18.9701,0.1100,0
-1,55.2490,1.7789,0.3057,23.6086,0.4900,0
1,69.0132,3.7360,0.3499,22.0305,0.5200,0
1,61.7500,2.4292,0.4991,25.6450,1.0500,1
1,73.8210,1.3864,0.5989,35.8185,0.5800,0
-1,34.5883,1.7280,0.2305,12.9767,0.3400,0
-1,46.0913,1.9718,0.2912,19.9159,0.5700,0
-1,49.2994,2.2375,0.3085,18.7629,0.0700,0
1,63.2663,0.5852,0.2098,23.3536,0.1700,0
1,40.9369,1.9779,0.2452,27.6950,0.7200,1
1,57.8860,1.2153,0.3411,30.5159,0.5200,0
-1,36.2329,0.4794,0.2874,21.3674,0.0600,0
-1,56.9399,1.3672,0.2206,21.9820,0.4600,0
1,69.3123,2.5185,0.2316,23.5856,0.4000,0
1,59.1247,0.4713,0.2513,29.5613,0.2500,1
1,71.8636,2.8301,0.2736,30.0644,0.1900,0
1,56.5730,0.6727,0.3976,38.8985,0.4100,0
1,47.7434,1.7007,0.3336,25.1665,0.4200,0
-1,41.1177,1.0706,0.3491,23.5629,0.5100,0
1,59.8852,1.6931,0.2601,28.0329,0.3600,0
-1,38.8023,1.8874,0.3463,18.0381,0.9000,0
-1,55.6404,1.6938,0.3625,19.4802,0.8000,0
1,70.0189,1.8264,0.4277,20.4871,0.4000,0
1,74.1266,5.4734,0.4848,24.0135,1.8000,0
-1,40.4840,0.4126,0.4032,26.5346,0.4300,0
-1,52.6931,0.2905,0.3737,19.6375,0.2100,0
1,71.5929,2.1524,0.1785,11.9022,0.3200,0
1,52.5110,0.7120,0.2008,19.1301,0.1800,0
1,43.9048,0.4534,0.2287,19.8786,0.2800,0
-1,37.0842,2.6606,0.1606,15.7613,0.5600,1
-1,27.4515,2.2267,0.1796,26.7784,0.2500,1
-1,32.5780,2.2503,0.1881,36.0086,0.2800,0
-1,40.2612,3.7420,0.2463,45.0231,0.3300,0
-1,56.0034,1.2677,0.2526,34.8881,0.3600,0
1,68.3725,0.6680,0.2203,29.5447,0.1900,0
-1,41.5301,1.3298,0.2136,15.5878,0.1300,0
1,61.4691,1.6364,0.1970,14.0942,0.4000,0
-1,39.4341,1.0599,0.1598,21.8822,0.1000,0
-1,34.1750,1.5503,0.1799,26.6372,0.5100,0
-1,56.5651,1.4074,0.1999,32.8730,0.2900,1
-1,31.7855,2.9802,0.1391,17.7063,0.1300,0
-1,50.2939,1.3035,0.1852,20.7489,0.0700,0
1,56.9619,1.3584,0.2272,18.5418,0.2300,0
1,49.5152,0.5520,0.2168,23.2170,0.5100,0
1,53.7433,0.6642,0.2472,15.5069,0.0700,0
1,46.5796,0.5832,0.1959,13.5860,0.1900,0
-1,36.4478,0.9913,0.1591,13.6832,0.0600,0
-1,46.2034,1.1819,0.1785,18.5456,0.3000,0
1,63.5209,1.3617,0.1823,14.8789,0.4200,0
1,49.4959,1.1044,0.1960,16.2856,0.6300,0
-1,36.0327,2.1296,0.2285,14.8783,0.3500,0
-1,32.0326,0.5778,0.2416,24.7979,0.3300,0
1,63.1229,0.8895,0.1867,21.0434,0.2700,0
1,46.3784,0.4257,0.1589,19.3695,0.1500,0
-1,35.0861,0.5348,0.1590,17.5450,0.1700,0
-1,55.5345,0.5511,0.1798,21.6798,0.5900,0
1,63.7928,0.3984,0.1787,19.2648,0.1500,0
1,42.0644,0.2972,0.1925,21.0722,0.1700,0
-1,48.7790,1.6436,0.2369,22.7499,0.6500,0
1,63.6337,1.8913,0.1992,11.1079,0.3900,0
1,51.9288,0.3898,0.2044,22.4602,0.2100,1
1,79.3060,3.2552,0.1501,33.9878,0.3800,0
1,82.9496,2.1956,0.2249,39.9541,0.0900,0
1,69.9064,1.1500,0.3638,43.7830,0.3700,0
1,54.6510,0.4565,0.3684,45.8047,0.1600,0
-1,37.9598,2.7472,0.3086,21.4559,0.1900,0
-1,43.6583,0.9383,0.2941,26.8675,0.2500,0
-1,33.2868,1.2184,0.3193,25.1890,0.7800,0
-1,44.0515,0.9755,0.3530,30.2562,0.5700,0
-1,51.9960,0.7679,0.3866,25.6413,0.0700,0
1,63.1491,1.4886,0.3949,20.1104,0.6800,0
1,39.1970,1.5503,0.3986,19.3144,1.3100,0
-1,30.6764,1.7252,0.3993,26.1952,0.6300,0
1,65.5179,0.8493,0.1808,18.5484,0.0400,0
1,50.0646,0.8140,0.2074,14.5311,0.2700,0
1,62.9754,4.1800,0.2223,13.5230,0.6300,0
1,48.2573,0.4720,0.2322,19.8449,0.2200,0
-1,39.9442,1.0543,0.2375,15.5413,0.2000,1
-1,25.4375,6.3844,0.3007,35.2788,1.1000,0
-1,32.9023,0.4912,0.3540,46.6834,0.2900,0
1,59.3582,2.4701,0.2534,28.3665,0.9300,0
1,64.6912,0.4025,0.2385,25.8456,0.7500,0
1,51.5096,2.0429,0.3027,33.3445,0.0200,0
-1,38.3246,1.8440,0.3251,16.3475,0.4500,0
1,53.2450,0.8750,0.2796,22.4017,0.0700,0
-1,41.4366,0.7397,0.3023,18.4491,0.1300,0
1,60.6814,0.4536,0.2701,12.7080,0.3400,0
1,43.8667,2.3796,0.1909,29.6512,0.4000,0
-1,41.1353,4.3069,0.2178,23.2143,0.4300,1
-1,26.3531,5.3931,0.3080,36.6941,0.4000,1
-1,18.7901,3.2033,0.3696,51.7226,1.3100,0
-1,52.8488,0.3122,0.3159,59.3982,0.3100,0
1,66.6988,1.0291,0.2226,22.0520,0.3400,0
1,55.8674,0.5371,0.1996,33.1321,0.3300,1
1,72.6511,0.5238,0.1695,29.0432,0.1900,0
1,75.7322,1.0397,0.1777,35.4714,0.2100,0
1,58.3467,0.5771,0.1897,39.2871,0.0700,0
1,56.5836,0.6716,0.2017,35.8878,0.2800,0
1,54.8551,0.8506,0.1950,24.7810,0.1700,0
-1,31.8122,0.6418,0.1725,17.5032,0.1500,0
-1,26.3414,1.7034,0.1946,26.9101,0.0200,0
-1,29.1525,0.3535,0.5123,47.1117,1.1600,0
-1,29.0283,2.9081,0.6634,42.3216,1.0100,0
-1,17.1340,2.3668,0.7518,42.9202,1.8600,0
-1,40.4339,1.2926,0.8880,49.6621,1.1400,1
-1,25.4780,3.8804,0.7239,43.8153,1.2400,0
-1,39.9994,0.6453,0.9508,46.1076,0.4100,0
1,58.1196,0.4419,0.7330,27.7150,0.3400,0
1,41.7041,0.3678,0.5658,22.5659,0.7300,0
-1,34.0267,2.2503,0.4908,23.6196,0.5000,0
-1,45.1173,3.1268,0.7780,40.2134,1.8500,0
1,73.3822,0.2000,0.3029,23.4062,0.1200,0
1,53.8587,0.6464,0.2521,28.0288,0.1300,1
1,72.1647,9.4400,0.2983,16.3987,0.7500,0
1,54.8380,0.0735,0.3190,27.5627,0.2100,0
-1,38.2304,1.3724,0.2481,17.6367,0.1800,0
-1,53.3497,2.9727,0.3099,32.9012,0.2700,0
-1,40.8899,0.6333,0.4111,25.5807,0.3300,0
-1,42.6462,0.7015,0.3629,24.8874,0.1400,0
-1,55.0322,0.8605,0.5244,33.3403,1.4000,0
1,61.7459,1.8221,0.5965,21.9237,0.1200,0
-1,35.5109,0.2068,0.3757,17.5325,0.5500,1
-1,27.9029,2.4120,0.4338,31.4550,0.3100,1
-1,22.2708,2.5896,0.6020,41.6645,1.1500,0
-1,16.0354,3.7509,0.7717,47.9583,2.2000,0
-1,54.1424,0.3368,0.6322,41.6135,0.5300,0
-1,53.7253,0.7239,0.4690,20.4548,1.1100,0
1,60.9616,4.6995,0.2907,14.6251,0.2100,0
-1,40.6414,0.8271,0.2022,13.8920,0.2300,0
-1,52.1536,0.8402,0.2300,18.1817,0.2300,0
-1,52.9026,1.2050,0.2441,11.4614,0.4800,1
-1,28.7587,4.9797,0.2962,12.5117,0.5000,1
-1,16.7410,7.2981,0.4111,21.9248,0.6500,0
-1,23.3182,0.2761,0.5310,39.8387,0.0200,0
1,58.0049,0.6815,0.3545,27.2365,0.4200,0
1,43.2635,1.4502,0.3712,22.8129,0.3700,0
-1,31.6648,6.6282,0.3546,18.4829,0.8600,0
-1,39.3857,1.2982,0.5523,32.1244,0.5000,0
1,59.6992,0.7674,0.7042,21.7039,0.5300,0
1,45.6264,0.9964,0.8313,18.1490,0.3600,0
-1,40.2557,1.2448,0.7202,20.2311,0.2300,0
-1,54.6337,1.1949,0.7171,21.0427,0.9500,0
1,68.3036,1.0627,0.3666,14.6374,0.4200,0
1,50.3102,0.7607,0.3661,18.5144,0.2200,0
-1,42.6095,0.3816,0.3400,9.6190,0.3100,0
1,57.3016,1.7917,0.2836,8.8033,0.2100,0
-1,36.9098,2.2909,0.3293,7.9759,0.5100,0
1,61.7995,0.5843,0.4012,10.0304,0.5600,1
1,72.2829,6.6556,0.2490,18.5427,0.4500,0
1,50.5701,0.9274,0.2716,25.4017,0.4200,0
-1,42.8102,4.3564,0.2347,17.1386,0.0700,0
1,58.3787,0.5613,0.1994,14.6297,0.0100,0
1,46.5515,5.2765,0.2920,18.7602,0.9000,0
1,62.5240,1.8167,0.4384,16.5455,0.5200,0
1,52.4481,0.9562,0.6099,22.9710,0.7000,0
-1,32.9053,0.8595,0.5317,19.3126,0.9900,0
-1,47.6081,0.2783,0.5175,21.7129,0.1200,0
-1,62.0983,0.9737,0.5508,19.8125,1.5400,0
1,68.2004,2.5301,0.4602,21.2079,0.4900,0
1,48.1449,2.3889,0.3473,24.5565,0.5800,0
-1,38.7092,1.3591,0.2342,19.8471,0.3300,0
-1,52.3363,0.8118,0.2487,18.2202,0.1300,0
1,61.5318,2.0440,0.2600,15.7200,0.0200,0
1,44.8777,0.7744,0.2661,15.1468,0.1400,0
-1,39.4297,1.9746,0.2782,10.5497,0.1500,1
-1,32.5357,0.4628,0.2661,29.4105,0.0300,0
-1,50.4109,0.7421,0.2078,28.6769,0.1500,0
1,61.4888,1.6360,0.2024,19.6540,0.1100,1
